customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
0480-KYJVA,Female,0,Yes,Yes,72,"Two year",No,"Credit card (automatic)",24.25,1784.50,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0481-SUMCB,Female,1,No,No,45,"One year",Yes,"Bank transfer (automatic)",102.15,4735.35,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
0484-FFVBJ,Male,0,No,No,32,"One year",Yes,"Bank transfer (automatic)",64.85,2010.95,Yes,No,DSL,No,No,No,No,Yes,Yes,"No"
0484-JPBRU,Male,0,No,No,41,Month-to-month,Yes,"Bank transfer (automatic)",25.25,996.45,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0485-ZBSLN,Male,0,Yes,Yes,65,"Two year",No,"Credit card (automatic)",24.75,1715.10,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0486-HECZI,Male,0,Yes,No,55,Month-to-month,Yes,"Electronic check",96.75,5238.90,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,No,Yes
0486-LGCCH,Male,0,Yes,Yes,11,"Two year",No,"Mailed check",19.65,225.75,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0487-CRLZF,Female,0,No,No,49,"Two year",Yes,"Bank transfer (automatic)",74.45,3721.90,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,"No"
0487-RPVUM,Male,0,Yes,No,61,Month-to-month,No,"Bank transfer (automatic)",99.40,5943.65,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,No,"No"
0487-VVUVK,Male,0,Yes,Yes,25,Month-to-month,Yes,"Mailed check",19.15,477.60,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0488-GSLFR,Female,0,No,No,1,Month-to-month,Yes,"Electronic check",69.50,69.50,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0489-WMEMG,Female,0,No,Yes,23,"One year",Yes,"Electronic check",49.45,1119.35,Yes,No,DSL,No,No,No,Yes,No,No,"No"
0491-KAPQG,Male,0,No,No,21,Month-to-month,Yes,"Electronic check",73.70,1558.70,Yes,Yes,"Fiber optic",No,No,No,No,No,No,"No"
0495-RVCBF,Female,0,No,No,1,Month-to-month,Yes,"Electronic check",79.70,79.70,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Yes
0495-ZBNGW,Male,1,Yes,No,5,Month-to-month,Yes,"Bank transfer (automatic)",79.90,343.95,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Yes
0496-AHOOK,Male,0,Yes,No,24,"One year",No,"Bank transfer (automatic)",74.40,1712.90,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,"No"
0504-HHAPI,Female,1,No,No,27,Month-to-month,No,"Credit card (automatic)",88.30,2467.75,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Yes
0505-SPOOW,Female,0,Yes,No,70,"Two year",No,"Bank transfer (automatic)",19.80,1397.65,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0506-LVNGN,Female,1,No,No,5,Month-to-month,Yes,"Credit card (automatic)",75.55,349.65,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Yes
0506-YLVKJ,Male,0,Yes,Yes,46,"Two year",Yes,"Mailed check",20.20,917.45,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0508-OOLTO,Female,0,Yes,Yes,2,Month-to-month,Yes,"Electronic check",71.65,135.75,Yes,No,"Fiber optic",No,No,No,No,No,No,"No"
0508-SQWPL,Female,0,Yes,Yes,57,"Two year",Yes,"Bank transfer (automatic)",20.10,1087.70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0511-JTEOY,Female,0,No,No,1,Month-to-month,No,"Mailed check",71.10,71.10,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0512-FLFDW,Female,1,Yes,No,60,"One year",Yes,"Credit card (automatic)",100.50,6029.00,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"No"
0513-RBGPE,Male,0,Yes,Yes,37,"Two year",Yes,"Credit card (automatic)",62.80,2278.75,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,"No"
0515-YPMCW,Male,0,No,Yes,1,Month-to-month,Yes,"Mailed check",70.45,70.45,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0516-OOHAR,Male,0,Yes,Yes,28,"One year",No,"Bank transfer (automatic)",100.35,2799.00,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"No"
0516-QREYC,Female,1,No,No,24,Month-to-month,Yes,"Mailed check",20.30,459.95,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0516-UXRMT,Female,0,No,No,62,"One year",Yes,"Electronic check",92.05,5755.80,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,"No"
0516-VRYBW,Female,0,No,Yes,18,"One year",No,"Bank transfer (automatic)",20.15,390.85,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes
0516-WJVXC,Female,0,No,No,5,Month-to-month,No,"Electronic check",54.20,308.25,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes
0519-DRGTI,Female,0,Yes,Yes,20,Month-to-month,No,"Mailed check",20.35,442.60,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0519-XUZJU,Female,0,No,No,1,Month-to-month,No,"Mailed check",70.75,70.75,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0520-FDVVT,Male,0,No,No,35,"One year",Yes,"Bank transfer (automatic)",102.35,3626.10,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Yes
0523-VNGTF,Female,1,No,No,52,Month-to-month,Yes,"Electronic check",50.50,2566.30,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,No,"No"
0524-IAVZO,Female,0,Yes,No,30,Month-to-month,Yes,"Electronic check",85.00,2624.25,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Yes
0526-SXDJP,Male,0,Yes,No,72,"Two year",No,"Bank transfer (automatic)",42.10,2962.00,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"No"
0529-ONKER,Male,1,No,No,15,Month-to-month,No,"Electronic check",75.65,1146.65,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Yes
0530-IJVDB,Male,0,No,Yes,70,"Two year",Yes,"Electronic check",114.60,7882.50,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"No"
0531-XBKMM,Male,0,No,Yes,66,"Two year",No,"Bank transfer (automatic)",65.70,4378.90,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"No"
0531-ZZJWQ,Male,1,Yes,No,55,Month-to-month,Yes,"Electronic check",74.00,4052.40,Yes,Yes,"Fiber optic",No,No,No,No,No,No,"No"
0533-BNWKF,Female,1,Yes,No,55,Month-to-month,Yes,"Electronic check",85.45,4874.70,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Yes
0533-UCAAU,Male,1,Yes,No,57,"One year",Yes,"Credit card (automatic)",71.10,4140.10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,"No"
0536-ACXIP,Female,0,Yes,No,72,"Two year",Yes,"Electronic check",109.55,8165.10,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"No"
0536-BGFMZ,Female,0,Yes,No,28,Month-to-month,No,"Mailed check",20.50,563.05,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0536-ESJEP,Male,0,Yes,No,54,"Two year",Yes,"Bank transfer (automatic)",74.55,4191.45,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,"No"
0537-QYZZN,Male,1,Yes,Yes,24,Month-to-month,Yes,"Electronic check",79.85,1857.75,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,"No"
0541-FITGH,Female,0,Yes,No,2,Month-to-month,Yes,"Mailed check",62.15,113.10,Yes,No,DSL,Yes,No,No,No,No,Yes,"No"
0547-HURJB,Male,0,No,Yes,12,Month-to-month,No,"Credit card (automatic)",21.05,235.80,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0549-CYCQN,Male,1,No,No,51,"One year",Yes,"Bank transfer (automatic)",79.60,3974.70,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,"No"
0550-DCXLH,Male,0,No,No,13,Month-to-month,No,"Mailed check",73.35,931.55,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,"No"
0556-FJEGU,Male,0,No,No,58,"Two year",No,"Bank transfer (automatic)",70.10,4048.95,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,"No"
0557-ASKVU,Female,0,Yes,Yes,18,"One year",Yes,"Credit card (automatic)",54.40,957.10,Yes,No,DSL,No,No,Yes,Yes,No,No,"No"
0559-CKHUS,Female,0,Yes,No,29,"Two year",Yes,"Mailed check",19.55,521.80,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0562-FGDCR,Female,0,Yes,Yes,72,"Two year",No,"Mailed check",74.55,5430.65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"No"
0562-HKHML,Male,0,Yes,Yes,71,"Two year",No,"Credit card (automatic)",23.90,1626.40,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0562-KBDVM,Female,0,No,No,70,"Two year",Yes,"Bank transfer (automatic)",44.60,3058.15,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,No,"No"
0564-JJHGS,Male,0,No,No,9,Month-to-month,Yes,"Electronic check",95.50,829.10,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Yes
0564-MUUQK,Female,0,Yes,Yes,20,Month-to-month,Yes,"Bank transfer (automatic)",95.50,1916.20,Yes,Yes,"Fiber optic",No,No,Yes,Yes,No,Yes,"No"
0565-IYCGT,Male,0,No,No,69,"One year",Yes,"Credit card (automatic)",78.60,5356.45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes
0565-JUPYD,Male,0,No,No,63,"One year",No,"Credit card (automatic)",104.50,6590.80,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No,"No"
0567-GGCAC,Female,0,No,No,7,Month-to-month,No,"Electronic check",61.40,438.90,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"No"
0567-XRHCU,Female,0,Yes,Yes,69,"Two year",Yes,"Credit card (automatic)",43.95,2960.10,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,"No"
0568-ONFPC,Male,0,Yes,Yes,5,Month-to-month,Yes,"Bank transfer (automatic)",25.90,135.00,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes
0570-BFQHT,Female,0,No,No,9,Month-to-month,No,"Electronic check",80.55,653.90,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,"No"
0572-ZJKLT,Female,0,Yes,Yes,46,"Two year",No,"Mailed check",99.65,4630.20,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,No,Yes,"No"
0575-CUQOV,Male,1,Yes,No,60,"One year",Yes,"Electronic check",97.95,5867.00,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"No"
0576-WNXXC,Male,1,Yes,No,27,Month-to-month,Yes,"Electronic check",95.55,2510.20,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Yes
0577-WHMEV,Female,0,Yes,No,16,Month-to-month,No,"Electronic check",90.70,1374.90,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,"No"
0578-SKVMF,Female,0,Yes,Yes,22,Month-to-month,No,"Electronic check",83.30,1845.90,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Yes
0580-PIQHM,Female,0,Yes,Yes,41,"One year",Yes,"Bank transfer (automatic)",101.60,3930.55,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"No"
0581-BXBUB,Female,1,No,No,4,Month-to-month,No,"Electronic check",72.75,317.75,Yes,No,"Fiber optic",No,Yes,No,No,No,No,"No"
0581-MDMPW,Female,0,No,No,24,Month-to-month,Yes,"Credit card (automatic)",88.95,2072.75,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,"No"
0582-AVCLN,Female,0,No,No,38,"Two year",No,"Mailed check",20.30,743.05,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0584-BJQGZ,Female,0,No,No,25,Month-to-month,Yes,"Bank transfer (automatic)",78.35,1837.90,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,"No"
0585-EGDDA,Male,0,Yes,No,40,Month-to-month,Yes,"Electronic check",80.00,3168.75,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,"No"
0587-DMGBH,Female,0,No,No,8,Month-to-month,Yes,"Electronic check",49.85,365.55,Yes,No,DSL,Yes,No,No,No,No,No,Yes
0594-UFTUL,Male,0,Yes,Yes,13,Month-to-month,Yes,"Mailed check",19.85,252.00,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0595-ITUDF,Male,0,Yes,Yes,64,Month-to-month,Yes,"Electronic check",91.80,5960.50,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,"No"
0596-BQCEQ,Female,0,Yes,Yes,62,Month-to-month,Yes,"Electronic check",100.15,6283.30,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Yes
0599-XNYDO,Female,0,Yes,No,20,Month-to-month,Yes,"Bank transfer (automatic)",69.80,1540.35,Yes,No,"Fiber optic",No,No,No,No,No,No,"No"
0601-WZHJF,Male,0,Yes,No,14,Month-to-month,No,"Electronic check",46.35,667.70,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Yes
0602-DDUML,Female,0,No,No,57,"Two year",No,"Mailed check",69.75,3894.40,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,"No"
0603-OLQDC,Male,0,No,Yes,12,Month-to-month,Yes,"Mailed check",69.85,837.50,Yes,No,DSL,Yes,No,No,No,Yes,Yes,"No"
0603-TPMIB,Female,0,Yes,Yes,59,"Two year",No,"Mailed check",25.45,1534.05,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0604-THJFP,Female,0,Yes,Yes,59,"Two year",Yes,"Credit card (automatic)",75.95,4542.35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,"No"
0607-DAAHE,Male,0,No,Yes,53,"Two year",No,"Bank transfer (automatic)",19.75,1052.35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes
0607-MVMGC,Male,0,Yes,Yes,45,"One year",No,"Credit card (automatic)",78.75,3600.65,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,"No"
0608-JDVEC,Male,0,Yes,No,50,"Two year",No,"Electronic check",19.80,1013.20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0611-DFXKO,Male,0,Yes,No,20,Month-to-month,Yes,"Mailed check",89.00,1820.45,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Yes
0612-RTZZA,Female,1,No,No,1,Month-to-month,No,"Electronic check",25.25,25.25,No,"No phone service",DSL,No,No,No,No,No,No,Yes
0613-WUXUM,Female,0,Yes,Yes,70,"Two year",Yes,"Mailed check",19.20,1401.40,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0616-ATFGB,Male,1,Yes,No,1,Month-to-month,No,"Electronic check",25.05,25.05,No,"No phone service",DSL,No,No,No,No,No,No,Yes
0617-AQNWT,Female,0,Yes,No,64,"Two year",No,"Electronic check",47.85,3147.50,No,"No phone service",DSL,Yes,No,Yes,Yes,No,Yes,Yes
0617-FHSGK,Male,0,No,Yes,49,Month-to-month,No,"Credit card (automatic)",75.20,3678.30,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Yes
0618-XWMSS,Male,0,No,Yes,28,Month-to-month,Yes,"Bank transfer (automatic)",74.90,2068.55,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Yes
0619-OLYUR,Male,0,Yes,No,72,"Two year",Yes,"Credit card (automatic)",111.90,8071.05,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"No"
0620-DLSLK,Female,0,No,No,13,Month-to-month,Yes,"Mailed check",81.90,1028.90,Yes,No,"Fiber optic",No,No,No,No,Yes,No,"No"
0620-XEFWH,Male,0,Yes,Yes,4,Month-to-month,No,"Mailed check",18.85,84.20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0621-CXBKL,Female,0,No,No,53,"Two year",No,"Mailed check",18.70,1005.70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0621-HJWXJ,Female,0,Yes,No,63,Month-to-month,Yes,"Bank transfer (automatic)",81.55,5029.05,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,"No"
0621-JFHOL,Female,0,No,No,10,"Two year",Yes,"Mailed check",29.60,299.05,No,"No phone service",DSL,No,No,No,Yes,No,No,"No"
0621-TSSMU,Male,0,Yes,No,56,"One year",No,"Credit card (automatic)",19.95,1126.75,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0621-TWIEM,Male,0,No,No,10,Month-to-month,Yes,"Electronic check",45.55,402.60,Yes,No,DSL,No,No,No,No,No,No,Yes
0623-EJQEG,Male,0,No,No,65,"One year",No,"Electronic check",93.55,6069.25,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,Yes,"No"
0623-GDISB,Female,0,No,No,1,Month-to-month,Yes,"Bank transfer (automatic)",48.45,48.45,Yes,No,DSL,Yes,No,No,No,No,No,"No"
0623-IIHUG,Female,1,No,No,21,Month-to-month,Yes,"Electronic check",41.90,840.10,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Yes
0625-AFOHS,Female,0,Yes,Yes,29,"Two year",No,"Mailed check",20.20,558.80,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0626-QXNGV,Female,0,Yes,No,72,"Two year",Yes,"Credit card (automatic)",24.15,1776.45,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0628-CNQRM,Male,0,Yes,Yes,22,"One year",Yes,"Bank transfer (automatic)",67.50,1544.05,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes
0634-SZPQA,Female,0,No,No,23,Month-to-month,Yes,"Bank transfer (automatic)",90.05,2169.80,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,No,Yes
0635-WKOLD,Male,0,Yes,No,40,"One year",No,"Credit card (automatic)",70.75,2921.75,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,"No"
0637-KVDLV,Male,0,No,No,2,Month-to-month,Yes,"Electronic check",76.50,162.45,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Yes
0637-UBJRP,Male,0,Yes,Yes,13,Month-to-month,No,"Electronic check",84.05,1095.30,Yes,No,"Fiber optic",Yes,No,No,No,No,Yes,Yes
0637-YLETY,Female,0,No,No,16,Month-to-month,Yes,"Credit card (automatic)",95.60,1555.65,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Yes
0639-TSIQW,Female,0,No,No,67,Month-to-month,Yes,"Credit card (automatic)",102.95,6886.25,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,No,Yes
0640-YJTPY,Male,0,Yes,Yes,72,"Two year",No,"Bank transfer (automatic)",21.00,1493.75,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0641-EVBOJ,Male,0,No,No,3,Month-to-month,Yes,"Mailed check",82.30,214.40,Yes,No,"Fiber optic",Yes,No,No,Yes,No,No,"No"
0643-OKLRP,Female,1,Yes,No,47,Month-to-month,No,"Electronic check",80.35,3825.85,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Yes
0644-OQMDK,Male,1,No,No,4,Month-to-month,Yes,"Electronic check",70.65,293.85,Yes,No,"Fiber optic",No,No,No,No,No,No,"No"
0650-BWOZN,Female,1,No,No,18,Month-to-month,Yes,"Electronic check",73.55,1359.45,Yes,No,"Fiber optic",No,Yes,No,No,No,No,"No"
0654-HMSHN,Male,0,Yes,Yes,21,Month-to-month,No,"Electronic check",104.40,2157.95,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Yes
0654-PQKDW,Female,0,Yes,Yes,62,"One year",Yes,"Bank transfer (automatic)",70.75,4263.45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,"No"
0655-RBDUG,Male,0,No,No,7,Month-to-month,Yes,"Bank transfer (automatic)",98.05,713.00,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Yes
0655-YDGFJ,Male,0,No,No,29,Month-to-month,No,"Bank transfer (automatic)",48.95,1323.70,Yes,No,DSL,No,No,Yes,No,No,No,"No"
0657-DOGUM,Female,0,Yes,No,48,"One year",Yes,"Bank transfer (automatic)",60.60,2985.25,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"No"
0661-KBKPA,Male,0,Yes,Yes,53,"One year",Yes,"Mailed check",78.75,3942.45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,"No"
0661-KQHNK,Female,0,Yes,Yes,6,"One year",No,"Credit card (automatic)",19.00,105.50,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0661-WCQNQ,Male,0,Yes,No,22,"One year",Yes,"Credit card (automatic)",56.25,1292.20,Yes,No,DSL,Yes,No,No,Yes,No,No,"No"
0661-XEYAN,Female,1,No,No,1,Month-to-month,Yes,"Mailed check",25.80,25.80,No,"No phone service",DSL,No,No,No,No,No,No,Yes
0665-XHDJU,Male,0,Yes,No,72,"Two year",Yes,"Electronic check",99.40,7285.70,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"No"
0666-UXTJO,Male,1,Yes,No,34,Month-to-month,Yes,"Credit card (automatic)",85.20,2874.45,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,"No"
0667-NSRGI,Female,0,Yes,No,48,"One year",Yes,"Mailed check",69.55,3435.60,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,"No"
0668-OGMHD,Female,0,Yes,No,21,Month-to-month,No,"Electronic check",28.50,629.35,No,"No phone service",DSL,Yes,No,No,No,No,No,"No"
0670-ANMUU,Male,0,No,No,71,"One year",No,"Credit card (automatic)",97.65,6687.85,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,Yes,"No"
0670-KDOMA,Female,0,No,No,1,Month-to-month,Yes,"Mailed check",20.25,20.25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0673-IGUQO,Male,0,No,No,1,Month-to-month,No,"Mailed check",20.45,20.45,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0674-DGMAQ,Male,1,Yes,No,32,Month-to-month,Yes,"Electronic check",93.50,2970.80,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,"No"
0674-EYYZV,Female,0,No,No,1,Month-to-month,Yes,"Electronic check",54.65,54.65,Yes,No,DSL,No,No,No,No,Yes,No,"No"
0674-GCDXG,Male,0,No,No,63,"Two year",Yes,"Bank transfer (automatic)",71.90,4479.20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,"No"
0675-NCDYU,Female,0,Yes,Yes,72,"Two year",Yes,"Credit card (automatic)",116.40,8543.25,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"No"
0678-RLHVP,Female,0,No,No,53,"Two year",No,"Electronic check",105.55,5682.25,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"No"
0679-IDSTG,Female,1,Yes,Yes,1,Month-to-month,Yes,"Electronic check",69.25,69.25,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0679-TDGAK,Male,0,Yes,Yes,50,"One year",No,"Electronic check",75.50,4025.60,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,"No"
0680-DFNNY,Male,0,Yes,No,15,Month-to-month,Yes,"Electronic check",101.10,1504.05,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Yes
0682-USIXD,Female,0,Yes,No,21,Month-to-month,Yes,"Electronic check",86.05,1818.90,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,"No"
0684-AOSIH,Male,0,Yes,No,1,Month-to-month,Yes,"Electronic check",95.00,95.00,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Yes
0685-MLYYM,Female,1,No,No,2,Month-to-month,No,"Electronic check",70.75,154.85,Yes,No,"Fiber optic",No,No,No,No,No,No,Yes
0687-ZVTHB,Male,0,Yes,Yes,65,"One year",No,"Credit card (automatic)",72.45,4653.85,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes
0689-DSXGL,Female,0,Yes,Yes,52,Month-to-month,No,"Bank transfer (automatic)",85.80,4433.30,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,"No"
0689-NKYLF,Male,0,No,No,13,Month-to-month,Yes,"Electronic check",83.20,1060.60,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Yes
0690-SRQID,Male,0,No,No,4,Month-to-month,Yes,"Mailed check",19.65,67.55,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0691-IFBQW,Female,1,No,No,46,"One year",Yes,"Electronic check",110.00,4874.80,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,Yes
0691-JVSYA,Female,0,Yes,No,53,"One year",Yes,"Bank transfer (automatic)",94.85,5000.20,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Yes
0691-NIKRI,Female,0,No,No,40,"One year",Yes,"Credit card (automatic)",105.95,4335.20,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"No"
0696-UKTOX,Male,0,No,Yes,23,Month-to-month,No,"Electronic check",54.15,1312.45,Yes,No,DSL,No,Yes,No,Yes,No,No,"No"
0697-ZMSWS,Male,0,No,No,4,Month-to-month,Yes,"Electronic check",85.65,338.90,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Yes
0699-NDKJM,Female,0,Yes,No,57,Month-to-month,Yes,"Bank transfer (automatic)",58.75,3437.45,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,"No"
0701-RFGFI,Female,0,Yes,Yes,49,Month-to-month,Yes,"Bank transfer (automatic)",95.40,4613.95,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,"No"
0701-TJSEF,Male,0,No,No,9,Month-to-month,Yes,"Bank transfer (automatic)",68.25,576.95,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,"No"
0702-PGIBZ,Male,0,No,Yes,4,Month-to-month,Yes,"Electronic check",101.70,364.55,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Yes
0704-VCUMB,Female,0,Yes,No,61,"Two year",No,"Credit card (automatic)",20.25,1278.80,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","No"
0707-HOVVN,Female,1,No,No,70,"Two year",Yes,"Bank transfer (automatic)",75.50,5212.65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,"No"
